age_group,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,US_native,over_50k
45-54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,T,F
15-24,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,T,F
25-34,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,T,F
35-44,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,50,T,T
15-24,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,70,F,F
25-34,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,T,F
65+,Self-emp-not-inc,Some-college,Widowed,Farming-fishing,Not-in-family,White,Female,75,T,F
45-54,Private,Some-college,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
45-54,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,T
35-44,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
45-54,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
25-34,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,T,F
35-44,Private,HS-grad,Separated,Craft-repair,Other-relative,Black,Male,40,T,F
15-24,Private,Some-college,Never-married,Other-service,Own-child,White,Female,60,T,F
45-54,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,T,T
55-64,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,F,F
45-54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,T,T
15-24,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,T,F
55-64,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,F,T
55-64,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,72,T,T
45-54,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,F,F
55-64,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
35-44,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,70,T,T
25-34,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
15-24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,F,F
45-54,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Female,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Wife,White,Female,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
55-64,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,T,T
25-34,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,T,F
35-44,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,T
25-34,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,T,F
25-34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,40,F,F
35-44,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Black,Male,45,T,T
35-44,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,45,T,T
45-54,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,44,T,F
45-54,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
45-54,State-gov,Some-college,Never-married,Other-service,Own-child,Black,Female,40,T,F
45-54,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
55-64,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
45-54,Self-emp-not-inc,Some-college,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,60,T,F
45-54,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,T
15-24,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,T,F
45-54,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,T,T
55-64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,T,F
25-34,Local-gov,Some-college,Never-married,Exec-managerial,Own-child,White,Female,40,T,F
45-54,Private,7th-8th,Separated,Craft-repair,Unmarried,White,Male,40,F,F
25-34,Private,Bachelors,Never-married,Sales,Unmarried,White,Male,65,T,F
25-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
55-64,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,44,T,T
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
35-44,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,40,T,F
15-24,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,T,F
55-64,Local-gov,Some-college,Widowed,Farming-fishing,Not-in-family,White,Male,40,T,F
35-44,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,55,T,T
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
45-54,Private,1st-4th,Separated,Prof-specialty,Unmarried,Black,Female,40,T,F
35-44,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,T,F
45-54,Private,Bachelors,Divorced,Craft-repair,Not-in-family,Black,Female,40,T,F
25-34,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,99,T,F
45-54,Self-emp-not-inc,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,70,F,F
55-64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
25-34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,42,T,F
25-34,Private,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Female,40,T,F
45-54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,T,T
45-54,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,F,T
35-44,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,60,T,T
15-24,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,T,F
25-34,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,T
35-44,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,T,T
45-54,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
35-44,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,T,F
35-44,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,40,T,F
35-44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,T,F
65+,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,T,F
25-34,Private,HS-grad,Never-married,Sales,Own-child,White,Female,45,F,F
65+,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,T,F
35-44,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,45,T,T
35-44,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,45,T,T
35-44,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,T,T
45-54,Private,HS-grad,Divorced,Sales,Unmarried,Black,Male,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,T
55-64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,45,T,F
45-54,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,60,T,T
25-34,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,40,T,F
15-24,Self-emp-not-inc,HS-grad,Never-married,Other-service,Own-child,White,Male,53,F,F
35-44,Self-emp-not-inc,12th,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,T,T
35-44,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,T,F
35-44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,T,T
55-64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
45-54,Private,9th,Never-married,Other-service,Unmarried,Black,Female,40,T,F
35-44,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,40,T,F
45-54,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,40,T,T
45-54,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
25-34,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,45,T,T
35-44,Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,40,T,F
25-34,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,T,F
55-64,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,T,T
25-34,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Male,50,T,F
15-24,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,F
55-64,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
15-24,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Male,40,T,F
35-44,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,T,F
55-64,Private,11th,Separated,Other-service,Not-in-family,Black,Female,40,T,F
25-34,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,T,F
55-64,Private,Prof-school,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,50,T,F
25-34,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,F
35-44,Self-emp-inc,Some-college,Divorced,Sales,Own-child,White,Male,45,T,T
35-44,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,75,T,F
25-34,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,T,F
25-34,State-gov,Some-college,Never-married,Other-service,Own-child,Black,Female,40,T,F
45-54,Self-emp-inc,Some-college,Divorced,Farming-fishing,Not-in-family,White,Male,45,T,F
25-34,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,50,T,F
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,T,F
35-44,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,T,F
35-44,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
25-34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,73,T,T
55-64,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,F
45-54,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,T,T
35-44,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,40,T,T
45-54,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,60,T,T
35-44,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,T,F
45-54,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,T,F
45-54,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,T,T
55-64,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,50,T,F
15-24,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,T,F
35-44,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,T,T
15-24,Private,10th,Never-married,Other-service,Unmarried,White,Male,60,F,F
25-34,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,40,T,F
45-54,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,40,T,F
15-24,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,T,F
35-44,Self-emp-not-inc,Some-college,Separated,Farming-fishing,Not-in-family,White,Male,60,T,F
25-34,Self-emp-not-inc,12th,Never-married,Transport-moving,Not-in-family,White,Male,40,T,F
45-54,Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Female,60,T,T
45-54,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
45-54,Private,HS-grad,Divorced,Other-service,Own-child,Black,Female,40,T,F
35-44,Private,HS-grad,Separated,Machine-op-inspct,Other-relative,Black,Female,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,T,T
25-34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
35-44,Private,Masters,Divorced,Sales,Not-in-family,White,Male,50,T,T
15-24,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,40,T,F
45-54,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,46,T,T
45-54,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,T,F
35-44,Self-emp-not-inc,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,50,T,F
55-64,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,T,F
35-44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,T,T
25-34,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,53,T,F
35-44,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,T,F
35-44,State-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,T
35-44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
25-34,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,50,T,F
35-44,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,50,T,F
15-24,Private,Some-college,Never-married,Exec-managerial,Unmarried,Black,Female,40,F,F
35-44,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,T,F
15-24,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,T,F
35-44,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,T,F
25-34,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,45,T,F
25-34,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
25-34,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,T,F
45-54,Private,9th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,T,T
35-44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,F,T
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
55-64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,T,F
25-34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,T,F
25-34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
25-34,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,40,T,F
25-34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
65+,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
45-54,Private,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,70,T,F
35-44,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
45-54,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,T,F
45-54,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,T,T
25-34,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,43,T,F
35-44,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,56,T,F
55-64,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
25-34,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,T,F
25-34,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,T,F
55-64,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,T,T
55-64,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,T,F
45-54,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
25-34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,F,T
55-64,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,T
15-24,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,40,T,F
35-44,Private,Bachelors,Married-spouse-absent,Other-service,Not-in-family,Other,Male,40,F,F
25-34,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,T,T
45-54,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,46,T,T
45-54,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,55,T,T
15-24,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,T,F
45-54,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,F,T
55-64,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,T,T
25-34,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40,T,F
45-54,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Female,45,T,F
35-44,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,52,T,F
35-44,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,T,F
55-64,Private,5th-6th,Widowed,Other-service,Unmarried,White,Female,70,F,F
35-44,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,T,F
15-24,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,43,T,F
25-34,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,48,T,F
25-34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,53,T,F
45-54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,T,T
35-44,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,F
25-34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,T,F
55-64,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
